,When,T_a,RH,v_a,p_a
87,2020-12-14 21:45:00,-7.738,17.81,2.771,617.845
88,2020-12-14 22:00:00,-7.693,17.54,2.545,617.889
89,2020-12-14 22:15:00,-7.75,16.4,2.472,617.886
90,2020-12-14 22:30:00,-7.831,17.19,2.63,617.883
91,2020-12-14 22:45:00,-7.893,16.8,1.927,617.881
92,2020-12-14 23:00:00,-7.898,16.56,1.855,617.878
93,2020-12-14 23:15:00,-8.14,17.1,1.241,617.813
94,2020-12-14 23:30:00,-8.35,18.32,0.784,617.749
95,2020-12-14 23:45:00,-8.32,17.84,1.874,617.685
96,2020-12-15 00:00:00,-8.42,17.22,1.625,617.621
97,2020-12-15 00:15:00,-8.33,17.63,1.858,617.606
98,2020-12-15 00:30:00,-8.36,17.96,2.16,617.591
99,2020-12-15 00:45:00,-8.34,18.54,1.551,617.576
100,2020-12-15 01:00:00,-8.47,18.02,1.026,617.562
101,2020-12-15 01:15:00,-8.42,18.4,2.357,617.521
102,2020-12-15 01:30:00,-8.38,18.85,1.218,617.48
103,2020-12-15 01:45:00,-8.25,18.2,2.345,617.439
104,2020-12-15 02:00:00,-8.44,18.73,2.3,617.398
105,2020-12-15 02:15:00,-8.4,18.93,1.593,617.372
106,2020-12-15 02:30:00,-8.64,19.52,2.086,617.345
107,2020-12-15 02:45:00,-8.61,19.41,1.451,617.319
108,2020-12-15 03:00:00,-8.54,20.1,1.099,617.292
109,2020-12-15 03:15:00,-8.72,20.56,1.29,617.281
110,2020-12-15 03:30:00,-8.72,20.27,1.662,617.269
111,2020-12-15 03:45:00,-8.61,20.16,2.076,617.258
112,2020-12-15 04:00:00,-8.76,20.37,1.432,617.246
113,2020-12-15 04:15:00,-8.92,21.59,1.803,617.261
114,2020-12-15 04:30:00,-9.09,22.25,1.065,617.276
115,2020-12-15 04:45:00,-9.22,22.44,1.261,617.292
116,2020-12-15 05:00:00,-9.22,23.15,1.634,617.307
117,2020-12-15 05:15:00,-9.32,23.71,1.015,617.334
118,2020-12-15 05:30:00,-9.22,22.84,1.215,617.362
119,2020-12-15 05:45:00,-9.24,22.99,1.006,617.39
120,2020-12-15 06:00:00,-9.27,23.5,1.662,617.418
121,2020-12-15 06:15:00,-9.36,23.84,1.084,617.474
122,2020-12-15 06:30:00,-9.34,24.1,0.989,617.53
123,2020-12-15 06:45:00,-9.29,24.06,1.283,617.586
124,2020-12-15 07:00:00,-9.36,25.91,1.874,617.642
125,2020-12-15 07:15:00,-9.51,25.63,0.608,617.695
126,2020-12-15 07:30:00,-9.34,25.33,1.564,617.749
127,2020-12-15 07:45:00,-9.37,25.45,1.477,617.802
128,2020-12-15 08:00:00,-9.32,25.61,1.95,617.855
129,2020-12-15 08:15:00,-9.09,25.15,0.904,617.935
130,2020-12-15 08:30:00,-8.87,24.17,1.071,618.015
131,2020-12-15 08:45:00,-8.51,23.99,1.445,618.095
132,2020-12-15 09:00:00,-8.38,24.17,1.777,618.175
133,2020-12-15 09:15:00,-8.25,23.74,2.099,618.201
134,2020-12-15 09:30:00,-8.02,23.33,1.725,618.228
135,2020-12-15 09:45:00,-7.709,22.8,3.581,618.254
136,2020-12-15 10:00:00,-7.587,22.93,3.796,618.28
137,2020-12-15 10:15:00,-7.48,22.49,4.706,618.275
138,2020-12-15 10:30:00,-7.483,22.78,5.302,618.27
139,2020-12-15 10:45:00,-7.3,22.65,4.771,618.265
140,2020-12-15 11:00:00,-7.308,22.38,3.831,618.26
141,2020-12-15 11:15:00,-7.391,22.77,4.362,618.154
142,2020-12-15 11:30:00,-7.044,22.39,4.707,618.049
143,2020-12-15 11:45:00,-6.929,22.13,4.103,617.943
144,2020-12-15 12:00:00,-6.828,21.94,4.116,617.838
145,2020-12-15 12:15:00,-6.65,22.11,2.821,617.78
146,2020-12-15 12:30:00,-6.613,22.3,4.723,617.722
147,2020-12-15 12:45:00,-6.49,21.8,5.228,617.664
148,2020-12-15 13:00:00,-6.544,22.58,4.046,617.606
149,2020-12-15 13:15:00,-6.419,22.51,3.471,617.561
150,2020-12-15 13:30:00,-6.136,21.87,3.764,617.516
151,2020-12-15 13:45:00,-6.269,23.41,3.568,617.47
152,2020-12-15 14:00:00,-6.38,23.04,3.456,617.425
153,2020-12-15 14:15:00,-6.418,23.7,4.395,617.437
154,2020-12-15 14:30:00,-6.601,24.54,4.195,617.448
155,2020-12-15 14:45:00,-6.668,24.76,2.973,617.46
156,2020-12-15 15:00:00,-6.492,24.19,3.252,617.471
157,2020-12-15 15:15:00,-6.618,24.39,3.38,617.451
158,2020-12-15 15:30:00,-6.645,23.93,2.795,617.43
159,2020-12-15 15:45:00,-6.646,23.9,4.648,617.409
160,2020-12-15 16:00:00,-6.78,23.18,3.81,617.389
161,2020-12-15 16:15:00,-6.685,23.92,3.209,617.318
162,2020-12-15 16:30:00,-6.767,24.05,1.872,617.247
163,2020-12-15 16:45:00,-6.788,23.45,2.654,617.176
164,2020-12-15 17:00:00,-6.882,23.99,3.944,617.106
165,2020-12-15 17:15:00,-6.956,24.93,2.222,617.152
166,2020-12-15 17:30:00,-7.091,26.9,2.197,617.198
167,2020-12-15 17:45:00,-7.289,29.35,4.384,617.244
168,2020-12-15 18:00:00,-7.392,30.68,2.374,617.29
169,2020-12-15 18:15:00,-7.619,28.81,4.331,617.371
170,2020-12-15 18:30:00,-7.527,28.57,6.034,617.452
171,2020-12-15 18:45:00,-7.645,30.64,2.265,617.533
172,2020-12-15 19:00:00,-7.768,28.03,2.917,617.614
173,2020-12-15 19:15:00,-7.798,29.37,2.046,617.641
174,2020-12-15 19:30:00,-7.884,27.65,3.047,617.668
175,2020-12-15 19:45:00,-7.968,26.76,3.23,617.696
176,2020-12-15 20:00:00,-7.907,23.81,3.745,617.723
177,2020-12-15 20:15:00,-7.939,23.09,3.513,617.71
178,2020-12-15 20:30:00,-7.893,22.81,3.407,617.697
179,2020-12-15 20:45:00,-7.959,22.59,4.783,617.685
180,2020-12-15 21:00:00,-7.995,22.92,4.476,617.672
181,2020-12-15 21:15:00,-8.05,22.32,5.456,617.724
182,2020-12-15 21:30:00,-8.13,22.26,3.958,617.776
183,2020-12-15 21:45:00,-8.16,21.89,3.859,617.828
184,2020-12-15 22:00:00,-8.22,21.34,3.12,617.88
185,2020-12-15 22:15:00,-8.23,21.02,5.91,617.856
186,2020-12-15 22:30:00,-8.33,21.18,4.809,617.833
187,2020-12-15 22:45:00,-8.45,20.94,4.873,617.809
188,2020-12-15 23:00:00,-8.49,20.54,4.897,617.786
189,2020-12-15 23:15:00,-8.52,20.49,3.885,617.686
190,2020-12-15 23:30:00,-8.71,21.19,2.706,617.587
191,2020-12-15 23:45:00,-8.88,21.3,2.77,617.487
192,2020-12-16 00:00:00,-8.83,21.33,4.063,617.388
193,2020-12-16 00:15:00,-8.81,21.49,3.288,617.336
194,2020-12-16 00:30:00,-8.93,22.02,3.117,617.284
195,2020-12-16 00:45:00,-8.97,22.56,3.84,617.232
196,2020-12-16 01:00:00,-9.09,23.22,2.737,617.181
197,2020-12-16 01:15:00,-9.29,23.94,2.107,617.195
198,2020-12-16 01:30:00,-9.54,24.99,0.983,617.21
199,2020-12-16 01:45:00,-9.85,25.63,1.464,617.225
200,2020-12-16 02:00:00,-9.84,26.02,1.393,617.24
201,2020-12-16 02:15:00,-9.91,25.79,1.401,617.188
202,2020-12-16 02:30:00,-9.88,25.24,0.988,617.136
203,2020-12-16 02:45:00,-9.9,25.63,1.245,617.084
204,2020-12-16 03:00:00,-10.06,26.17,0.787,617.032
205,2020-12-16 03:15:00,-10.16,26.2,0.849,616.974
206,2020-12-16 03:30:00,-10.34,26.62,1.01,616.916
207,2020-12-16 03:45:00,-10.39,26.67,0.202,616.859
208,2020-12-16 04:00:00,-10.51,26.72,0.373,616.801
209,2020-12-16 04:15:00,-10.31,26.62,1.317,616.74
210,2020-12-16 04:30:00,-10.42,26.82,0.74,616.68
211,2020-12-16 04:45:00,-10.64,27.1,0.67,616.619
212,2020-12-16 05:00:00,-10.54,26.27,0.871,616.558
213,2020-12-16 05:15:00,-10.61,26.77,0.698,616.57
214,2020-12-16 05:30:00,-10.72,27.07,1.488,616.581
215,2020-12-16 05:45:00,-10.73,26.9,1.511,616.593
216,2020-12-16 06:00:00,-10.7,26.22,1.107,616.605
217,2020-12-16 06:15:00,-10.85,26.62,0.936,616.661
218,2020-12-16 06:30:00,-10.7,26.16,1.488,616.717
219,2020-12-16 06:45:00,-10.98,27.35,1.406,616.773
220,2020-12-16 07:00:00,-10.99,27.35,1.525,616.83
221,2020-12-16 07:15:00,-10.98,26.03,1.617,616.872
222,2020-12-16 07:30:00,-11.03,26.55,0.756,616.915
223,2020-12-16 07:45:00,-10.87,25.18,1.265,616.958
224,2020-12-16 08:00:00,-10.96,25.35,1.322,617.0
225,2020-12-16 08:15:00,-11.04,26.0,1.301,617.091
226,2020-12-16 08:30:00,-10.71,23.9,0.842,617.183
227,2020-12-16 08:45:00,-10.16,23.5,1.229,617.274
228,2020-12-16 09:00:00,-9.6,23.02,0.958,617.365
229,2020-12-16 09:15:00,-9.44,21.98,1.026,617.415
230,2020-12-16 09:30:00,-8.64,20.34,1.217,617.466
231,2020-12-16 09:45:00,-9.04,21.84,2.253,617.516
232,2020-12-16 10:00:00,-8.66,20.21,2.284,617.566
233,2020-12-16 10:15:00,-8.37,19.46,2.256,617.533
234,2020-12-16 10:30:00,-8.32,17.73,3.345,617.499
235,2020-12-16 10:45:00,-8.18,15.92,4.258,617.465
236,2020-12-16 11:00:00,-7.829,13.96,4.277,617.432
237,2020-12-16 11:15:00,-7.792,14.73,4.983,617.315
238,2020-12-16 11:30:00,-7.738,14.43,4.953,617.198
239,2020-12-16 11:45:00,-7.577,12.9,5.998,617.081
240,2020-12-16 12:00:00,-7.554,11.7,4.067,616.964
241,2020-12-16 12:15:00,-7.33,11.17,3.557,616.779
242,2020-12-16 12:30:00,-7.1,11.77,4.873,616.593
243,2020-12-16 12:45:00,-7.088,10.63,4.611,616.407
244,2020-12-16 13:00:00,-7.253,10.97,6.51,616.222
245,2020-12-16 13:15:00,-7.283,10.47,6.682,616.188
246,2020-12-16 13:30:00,-7.081,10.39,5.992,616.155
247,2020-12-16 13:45:00,-7.202,10.83,6.027,616.121
248,2020-12-16 14:00:00,-6.668,9.99,4.786,616.088
249,2020-12-16 14:15:00,-6.14,8.51,3.25,616.147
250,2020-12-16 14:30:00,-6.321,7.558,4.362,616.206
251,2020-12-16 14:45:00,-6.994,7.252,4.428,616.265
252,2020-12-16 15:00:00,-6.865,7.74,3.011,616.324
253,2020-12-16 15:15:00,-6.943,7.447,4.041,616.368
254,2020-12-16 15:30:00,-6.951,7.605,3.688,616.411
255,2020-12-16 15:45:00,-7.05,8.27,3.796,616.454
256,2020-12-16 16:00:00,-7.165,7.89,3.624,616.497
257,2020-12-16 16:15:00,-7.507,8.26,3.738,616.501
258,2020-12-16 16:30:00,-7.766,8.04,4.754,616.505
259,2020-12-16 16:45:00,-7.963,8.34,3.887,616.508
260,2020-12-16 17:00:00,-8.08,8.75,4.123,616.512
261,2020-12-16 17:15:00,-8.23,9.34,3.463,616.654
262,2020-12-16 17:30:00,-8.42,9.68,3.018,616.796
263,2020-12-16 17:45:00,-8.62,10.18,2.003,616.937
264,2020-12-16 18:00:00,-8.74,10.29,2.555,617.079
265,2020-12-16 18:15:00,-8.86,11.2,2.249,617.146
266,2020-12-16 18:30:00,-8.98,10.82,1.721,617.213
267,2020-12-16 18:45:00,-9.13,10.46,1.129,617.28
268,2020-12-16 19:00:00,-9.17,11.7,1.847,617.346
269,2020-12-16 19:15:00,-9.24,11.61,2.537,617.413
270,2020-12-16 19:30:00,-9.3,12.24,2.611,617.479
271,2020-12-16 19:45:00,-9.53,12.6,0.874,617.546
272,2020-12-16 20:00:00,-9.7,13.69,1.296,617.612
273,2020-12-16 20:15:00,-9.73,13.29,1.678,617.686
274,2020-12-16 20:30:00,-9.79,12.82,1.479,617.76
275,2020-12-16 20:45:00,-9.79,13.58,2.412,617.834
276,2020-12-16 21:00:00,-9.82,13.23,2.992,617.908
277,2020-12-16 21:15:00,-9.89,13.02,3.05,617.969
278,2020-12-16 21:30:00,-10.0,13.17,3.287,618.03
279,2020-12-16 21:45:00,-10.14,13.51,2.13,618.092
280,2020-12-16 22:00:00,-10.22,13.33,2.476,618.153
281,2020-12-16 22:15:00,-10.27,13.71,2.714,618.198
282,2020-12-16 22:30:00,-10.37,13.76,2.227,618.242
283,2020-12-16 22:45:00,-10.41,13.42,2.167,618.287
284,2020-12-16 23:00:00,-10.5,14.03,2.134,618.332
285,2020-12-16 23:15:00,-10.87,15.99,1.179,618.328
286,2020-12-16 23:30:00,-11.2,18.28,1.589,618.325
287,2020-12-16 23:45:00,-12.14,19.57,0.943,618.321
288,2020-12-17 00:00:00,-12.42,19.96,1.427,618.318
289,2020-12-17 00:15:00,-12.3,19.06,2.541,618.308
290,2020-12-17 00:30:00,-12.38,18.79,2.228,618.298
291,2020-12-17 00:45:00,-12.43,18.6,2.065,618.289
292,2020-12-17 01:00:00,-12.58,21.87,1.583,618.279
293,2020-12-17 01:15:00,-12.87,21.35,1.85,618.32
294,2020-12-17 01:30:00,-13.24,22.49,2.509,618.361
295,2020-12-17 01:45:00,-13.38,22.73,2.94,618.401
296,2020-12-17 02:00:00,-13.71,22.34,4.042,618.442
297,2020-12-17 02:15:00,-13.8,22.43,3.291,618.476
298,2020-12-17 02:30:00,-13.51,23.29,1.499,618.51
299,2020-12-17 02:45:00,-13.7,22.46,2.186,618.545
300,2020-12-17 03:00:00,-13.93,23.91,3.067,618.579
301,2020-12-17 03:15:00,-14.12,24.83,3.193,618.606
302,2020-12-17 03:30:00,-14.21,24.89,2.891,618.633
303,2020-12-17 03:45:00,-14.18,24.25,2.456,618.661
304,2020-12-17 04:00:00,-14.19,23.84,1.641,618.688
305,2020-12-17 04:15:00,-14.18,23.75,2.42,618.76
306,2020-12-17 04:30:00,-14.17,24.08,2.476,618.832
307,2020-12-17 04:45:00,-14.38,24.68,2.917,618.904
308,2020-12-17 05:00:00,-14.38,23.83,3.121,618.976
309,2020-12-17 05:15:00,-14.49,24.12,3.318,619.116
310,2020-12-17 05:30:00,-14.54,24.91,2.944,619.256
311,2020-12-17 05:45:00,-15.01,25.42,4.211,619.396
312,2020-12-17 06:00:00,-15.05,26.77,2.805,619.536
313,2020-12-17 06:15:00,-14.78,26.44,3.041,619.706
314,2020-12-17 06:30:00,-14.88,25.58,3.256,619.876
315,2020-12-17 06:45:00,-15.05,24.73,4.005,620.047
316,2020-12-17 07:00:00,-15.05,24.84,3.972,620.217
317,2020-12-17 07:15:00,-15.3,26.24,3.485,620.376
318,2020-12-17 07:30:00,-15.23,26.92,3.384,620.534
319,2020-12-17 07:45:00,-15.42,27.5,3.591,620.692
320,2020-12-17 08:00:00,-15.34,26.94,3.484,620.85
321,2020-12-17 08:15:00,-15.51,28.7,2.936,621.012
322,2020-12-17 08:30:00,-15.4,29.44,3.342,621.173
323,2020-12-17 08:45:00,-15.09,29.63,2.456,621.334
324,2020-12-17 09:00:00,-13.86,29.22,0.902,621.496
325,2020-12-17 09:15:00,-13.56,31.28,1.136,621.626
326,2020-12-17 09:30:00,-13.83,32.2,1.683,621.756
327,2020-12-17 09:45:00,-13.45,29.59,1.17,621.886
328,2020-12-17 10:00:00,-12.92,30.66,1.112,622.016
329,2020-12-17 10:15:00,-13.08,34.16,2.163,621.965
330,2020-12-17 10:30:00,-12.75,34.76,1.991,621.914
331,2020-12-17 10:45:00,-12.77,33.44,2.372,621.863
332,2020-12-17 11:00:00,-12.34,33.2,1.719,621.812
333,2020-12-17 11:15:00,-12.24,32.42,2.807,621.658
334,2020-12-17 11:30:00,-11.89,32.79,2.676,621.505
335,2020-12-17 11:45:00,-12.15,32.85,2.142,621.352
336,2020-12-17 12:00:00,-11.6,33.05,1.796,621.198
337,2020-12-17 12:15:00,-11.29,31.34,2.462,620.966
338,2020-12-17 12:30:00,-10.96,29.52,1.583,620.734
339,2020-12-17 12:45:00,-10.9,27.49,2.668,620.502
340,2020-12-17 13:00:00,-10.63,27.96,2.77,620.27
341,2020-12-17 13:15:00,-10.19,25.03,2.56,620.103
342,2020-12-17 13:30:00,-9.98,23.8,2.642,619.937
343,2020-12-17 13:45:00,-10.37,24.32,2.521,619.771
344,2020-12-17 14:00:00,-9.75,23.03,2.469,619.604
345,2020-12-17 14:15:00,-9.72,22.83,2.397,619.486
346,2020-12-17 14:30:00,-9.69,21.82,1.817,619.368
347,2020-12-17 14:45:00,-8.95,20.82,1.578,619.25
348,2020-12-17 15:00:00,-8.69,20.37,1.188,619.132
349,2020-12-17 15:15:00,-8.8,20.3,1.745,619.035
350,2020-12-17 15:30:00,-9.45,20.18,2.581,618.938
351,2020-12-17 15:45:00,-9.11,19.66,1.603,618.841
352,2020-12-17 16:00:00,-9.44,21.25,2.669,618.744
353,2020-12-17 16:15:00,-9.83,21.84,1.858,618.726
354,2020-12-17 16:30:00,-9.91,22.2,1.724,618.708
355,2020-12-17 16:45:00,-10.15,22.68,1.677,618.691
356,2020-12-17 17:00:00,-10.3,23.0,2.218,618.673
357,2020-12-17 17:15:00,-10.41,23.47,1.708,618.718
358,2020-12-17 17:30:00,-10.68,23.9,1.607,618.762
359,2020-12-17 17:45:00,-10.82,23.77,1.763,618.807
360,2020-12-17 18:00:00,-10.96,23.96,1.416,618.851
361,2020-12-17 18:15:00,-11.19,24.37,2.69,618.898
362,2020-12-17 18:30:00,-11.47,24.69,3.244,618.945
363,2020-12-17 18:45:00,-11.59,24.44,3.525,618.991
364,2020-12-17 19:00:00,-11.53,23.53,2.705,619.038
365,2020-12-17 19:15:00,-11.66,23.4,3.401,619.112
366,2020-12-17 19:30:00,-11.72,23.4,3.184,619.187
367,2020-12-17 19:45:00,-11.92,23.04,3.625,619.261
368,2020-12-17 20:00:00,-11.99,23.35,2.921,619.336
369,2020-12-17 20:15:00,-12.28,23.79,3.063,619.362
370,2020-12-17 20:30:00,-12.32,22.8,4.118,619.389
371,2020-12-17 20:45:00,-12.33,22.39,3.498,619.416
372,2020-12-17 21:00:00,-12.19,22.46,3.219,619.442
373,2020-12-17 21:15:00,-12.32,23.06,2.984,619.452
374,2020-12-17 21:30:00,-12.44,22.71,3.291,619.462
375,2020-12-17 21:45:00,-12.59,23.17,3.765,619.471
376,2020-12-17 22:00:00,-12.69,23.58,3.619,619.481
377,2020-12-17 22:15:00,-12.76,23.63,3.91,619.475
378,2020-12-17 22:30:00,-13.01,23.81,3.783,619.469
379,2020-12-17 22:45:00,-13.2,23.96,3.614,619.463
380,2020-12-17 23:00:00,-13.29,24.01,3.824,619.457
381,2020-12-17 23:15:00,-13.27,24.57,3.453,619.419
382,2020-12-17 23:30:00,-13.4,25.04,3.636,619.381
383,2020-12-17 23:45:00,-13.67,25.12,3.328,619.343
384,2020-12-18 00:00:00,-13.46,24.69,3.722,619.305
385,2020-12-18 00:15:00,-13.68,25.28,4.11,619.244
386,2020-12-18 00:30:00,-13.84,26.0,3.51,619.183
387,2020-12-18 00:45:00,-13.94,26.19,2.515,619.121
388,2020-12-18 01:00:00,-13.97,25.4,2.606,619.06
389,2020-12-18 01:15:00,-13.92,25.51,2.875,619.062
390,2020-12-18 01:30:00,-14.04,26.6,3.189,619.064
391,2020-12-18 01:45:00,-14.17,26.46,2.724,619.065
392,2020-12-18 02:00:00,-14.21,27.65,3.256,619.067
393,2020-12-18 02:15:00,-14.27,27.62,2.617,619.052
394,2020-12-18 02:30:00,-14.29,27.15,3.476,619.036
395,2020-12-18 02:45:00,-14.43,26.84,3.511,619.021
396,2020-12-18 03:00:00,-14.6,27.83,3.673,619.006
397,2020-12-18 03:15:00,-14.89,28.02,3.602,618.983
398,2020-12-18 03:30:00,-14.83,27.61,3.373,618.96
399,2020-12-18 03:45:00,-14.81,27.56,3.705,618.937
400,2020-12-18 04:00:00,-14.87,27.86,3.297,618.914
401,2020-12-18 04:15:00,-14.93,27.71,3.35,618.959
402,2020-12-18 04:30:00,-14.97,28.23,3.309,619.004
403,2020-12-18 04:45:00,-14.91,27.42,3.796,619.048
404,2020-12-18 05:00:00,-14.92,27.51,3.702,619.093
405,2020-12-18 05:15:00,-15.06,28.32,3.334,619.193
406,2020-12-18 05:30:00,-15.11,28.63,3.158,619.292
407,2020-12-18 05:45:00,-15.38,29.96,2.962,619.392
408,2020-12-18 06:00:00,-15.37,29.91,2.642,619.492
409,2020-12-18 06:15:00,-15.4,29.5,2.699,619.636
410,2020-12-18 06:30:00,-15.35,30.02,2.67,619.78
411,2020-12-18 06:45:00,-15.39,30.87,2.466,619.925
412,2020-12-18 07:00:00,-15.41,29.51,2.424,620.069
413,2020-12-18 07:15:00,-15.55,30.15,3.09,620.237
414,2020-12-18 07:30:00,-15.51,29.72,2.732,620.405
415,2020-12-18 07:45:00,-15.72,31.51,3.206,620.573
416,2020-12-18 08:00:00,-15.65,29.46,2.729,620.74
417,2020-12-18 08:15:00,-15.54,28.67,2.788,620.966
418,2020-12-18 08:30:00,-15.08,31.73,1.451,621.192
419,2020-12-18 08:45:00,-14.29,30.83,0.643,621.417
420,2020-12-18 09:00:00,-13.52,29.8,0.267,621.643
421,2020-12-18 09:15:00,-13.37,30.44,0.518,621.795
422,2020-12-18 09:30:00,-13.74,31.43,1.29,621.947
423,2020-12-18 09:45:00,-13.43,31.32,1.006,622.099
424,2020-12-18 10:00:00,-13.4,33.27,1.682,622.251
425,2020-12-18 10:15:00,-13.1,33.7,1.48,622.347
426,2020-12-18 10:30:00,-13.18,34.32,2.582,622.442
427,2020-12-18 10:45:00,-13.28,34.57,2.02,622.538
428,2020-12-18 11:00:00,-12.71,33.31,2.238,622.633
429,2020-12-18 11:15:00,-12.75,35.01,2.245,622.631
430,2020-12-18 11:30:00,-12.54,34.5,2.766,622.629
431,2020-12-18 11:45:00,-12.57,33.39,2.397,622.627
432,2020-12-18 12:00:00,-11.94,32.56,1.77,622.625
433,2020-12-18 12:15:00,-11.52,32.95,2.123,622.588
434,2020-12-18 12:30:00,-11.67,31.87,1.945,622.551
435,2020-12-18 12:45:00,-11.32,31.25,2.387,622.514
