,When,T_a,RH,v_a,p_a,SW_global
35,2020-12-14 08:45:00,-10.86,18.94,4.222,617.946,209.3
36,2020-12-14 09:00:00,-10.52,18.16,3.92,618.035,253.0
37,2020-12-14 09:15:00,-9.92,20.66,2.826,618.148,297.3
38,2020-12-14 09:30:00,-10.12,22.04,1.271,618.26,341.0
39,2020-12-14 09:45:00,-9.37,21.17,0.988,618.373,384.6
40,2020-12-14 10:00:00,-8.85,21.36,1.331,618.485,425.1
41,2020-12-14 10:15:00,-8.48,21.12,1.468,618.467,464.7
42,2020-12-14 10:30:00,-7.921,18.87,1.29,618.448,498.9
43,2020-12-14 10:45:00,-7.415,19.87,1.162,618.43,530.7
44,2020-12-14 11:00:00,-7.745,21.32,1.473,618.412,563.7
45,2020-12-14 11:15:00,-7.632,23.42,1.419,618.292,488.4
46,2020-12-14 11:30:00,-7.198,21.27,1.947,618.172,488.0
47,2020-12-14 11:45:00,-7.213,21.49,1.491,618.053,546.9
48,2020-12-14 12:00:00,-7.023,25.96,2.05,617.933,672.7
49,2020-12-14 12:15:00,-6.635,23.45,1.356,617.849,620.8
50,2020-12-14 12:30:00,-6.691,22.51,1.146,617.764,619.9
51,2020-12-14 12:45:00,-6.079,19.97,1.292,617.68,699.3
52,2020-12-14 13:00:00,-5.59,17.49,2.163,617.595,650.0
53,2020-12-14 13:15:00,-5.753,18.54,2.031,617.522,609.0
54,2020-12-14 13:30:00,-5.731,18.78,2.77,617.449,513.4
55,2020-12-14 13:45:00,-5.734,17.32,1.86,617.376,438.0
56,2020-12-14 14:00:00,-5.772,15.3,2.028,617.303,371.5
57,2020-12-14 14:15:00,-5.51,15.49,1.812,617.292,334.2
58,2020-12-14 14:30:00,-5.309,15.38,3.087,617.28,355.3
59,2020-12-14 14:45:00,-5.683,13.57,3.391,617.269,317.0
60,2020-12-14 15:00:00,-5.506,13.11,3.661,617.258,282.0
61,2020-12-14 15:15:00,-5.312,12.38,2.865,617.266,252.9
62,2020-12-14 15:30:00,-5.254,11.83,3.059,617.274,276.5
63,2020-12-14 15:45:00,-5.391,11.18,2.284,617.283,186.5
64,2020-12-14 16:00:00,-5.363,12.23,1.94,617.291,161.2
65,2020-12-14 16:15:00,-5.581,12.13,2.97,617.274,94.0
66,2020-12-14 16:30:00,-5.768,14.18,2.458,617.258,36.42
67,2020-12-14 16:45:00,-5.797,13.92,3.333,617.241,22.96
68,2020-12-14 17:00:00,-5.862,14.9,2.75,617.224,12.29
69,2020-12-14 17:15:00,-6.233,16.58,2.742,617.243,1.841
70,2020-12-14 17:30:00,-6.491,18.71,2.544,617.261,-3.034
71,2020-12-14 17:45:00,-6.68,20.69,1.41,617.279,-4.361
72,2020-12-14 18:00:00,-7.103,21.09,0.801,617.298,-4.393
73,2020-12-14 18:15:00,-7.299,22.85,0.505,617.349,-3.871
74,2020-12-14 18:30:00,-7.221,18.78,0.502,617.4,-3.805
75,2020-12-14 18:45:00,-7.223,17.75,1.192,617.452,-3.684
76,2020-12-14 19:00:00,-7.021,17.04,1.441,617.504,-3.626
77,2020-12-14 19:15:00,-7.075,16.93,0.544,617.549,-3.413
78,2020-12-14 19:30:00,-7.215,18.88,0.79,617.594,-3.231
79,2020-12-14 19:45:00,-7.268,22.91,0.445,617.639,-3.866
80,2020-12-14 20:00:00,-7.5,19.22,1.559,617.684,-3.501
81,2020-12-14 20:15:00,-7.589,19.52,1.164,617.691,-3.619
82,2020-12-14 20:30:00,-7.558,18.88,0.989,617.698,-3.537
83,2020-12-14 20:45:00,-7.376,15.47,1.112,617.705,-3.193
84,2020-12-14 21:00:00,-7.41,16.84,0.801,617.713,-3.424
85,2020-12-14 21:15:00,-7.566,17.93,1.34,617.757,-2.954
86,2020-12-14 21:30:00,-7.646,17.83,2.355,617.801,-2.592
87,2020-12-14 21:45:00,-7.738,17.81,2.771,617.845,-2.707
88,2020-12-14 22:00:00,-7.693,17.54,2.545,617.889,-2.159
89,2020-12-14 22:15:00,-7.75,16.4,2.472,617.886,-1.93
90,2020-12-14 22:30:00,-7.831,17.19,2.63,617.883,-2.159
91,2020-12-14 22:45:00,-7.893,16.8,1.927,617.881,-2.112
92,2020-12-14 23:00:00,-7.898,16.56,1.855,617.878,-2.283
93,2020-12-14 23:15:00,-8.14,17.1,1.241,617.813,-2.188
94,2020-12-14 23:30:00,-8.35,18.32,0.784,617.749,-2.149
95,2020-12-14 23:45:00,-8.32,17.84,1.874,617.685,-2.028
96,2020-12-15 00:00:00,-8.42,17.22,1.625,617.621,-1.968
97,2020-12-15 00:15:00,-8.33,17.63,1.858,617.606,-1.899
98,2020-12-15 00:30:00,-8.36,17.96,2.16,617.591,-1.803
99,2020-12-15 00:45:00,-8.34,18.54,1.551,617.576,-1.556
100,2020-12-15 01:00:00,-8.47,18.02,1.026,617.562,-1.467
101,2020-12-15 01:15:00,-8.42,18.4,2.357,617.521,-1.598
102,2020-12-15 01:30:00,-8.38,18.85,1.218,617.48,-1.577
103,2020-12-15 01:45:00,-8.25,18.2,2.345,617.439,-1.471
104,2020-12-15 02:00:00,-8.44,18.73,2.3,617.398,-1.51
105,2020-12-15 02:15:00,-8.4,18.93,1.593,617.372,-1.51
106,2020-12-15 02:30:00,-8.64,19.52,2.086,617.345,-1.549
107,2020-12-15 02:45:00,-8.61,19.41,1.451,617.319,-1.467
108,2020-12-15 03:00:00,-8.54,20.1,1.099,617.292,-1.742
109,2020-12-15 03:15:00,-8.72,20.56,1.29,617.281,-1.587
110,2020-12-15 03:30:00,-8.72,20.27,1.662,617.269,-1.81
111,2020-12-15 03:45:00,-8.61,20.16,2.076,617.258,-1.784
112,2020-12-15 04:00:00,-8.76,20.37,1.432,617.246,-1.576
113,2020-12-15 04:15:00,-8.92,21.59,1.803,617.261,-1.689
114,2020-12-15 04:30:00,-9.09,22.25,1.065,617.276,-1.847
115,2020-12-15 04:45:00,-9.22,22.44,1.261,617.292,-1.989
116,2020-12-15 05:00:00,-9.22,23.15,1.634,617.307,-1.716
117,2020-12-15 05:15:00,-9.32,23.71,1.015,617.334,-2.079
118,2020-12-15 05:30:00,-9.22,22.84,1.215,617.362,-2.31
119,2020-12-15 05:45:00,-9.24,22.99,1.006,617.39,-2.249
120,2020-12-15 06:00:00,-9.27,23.5,1.662,617.418,-2.148
121,2020-12-15 06:15:00,-9.36,23.84,1.084,617.474,-2.378
122,2020-12-15 06:30:00,-9.34,24.1,0.989,617.53,-2.78
123,2020-12-15 06:45:00,-9.29,24.06,1.283,617.586,-2.334
124,2020-12-15 07:00:00,-9.36,25.91,1.874,617.642,-2.052
125,2020-12-15 07:15:00,-9.51,25.63,0.608,617.695,-1.23
126,2020-12-15 07:30:00,-9.34,25.33,1.564,617.749,2.956
127,2020-12-15 07:45:00,-9.37,25.45,1.477,617.802,18.84
128,2020-12-15 08:00:00,-9.32,25.61,1.95,617.855,38.93
129,2020-12-15 08:15:00,-9.09,25.15,0.904,617.935,63.88
130,2020-12-15 08:30:00,-8.87,24.17,1.071,618.015,93.9
131,2020-12-15 08:45:00,-8.51,23.99,1.445,618.095,109.0
132,2020-12-15 09:00:00,-8.38,24.17,1.777,618.175,128.0
133,2020-12-15 09:15:00,-8.25,23.74,2.099,618.201,165.6
134,2020-12-15 09:30:00,-8.02,23.33,1.725,618.228,202.3
135,2020-12-15 09:45:00,-7.709,22.8,3.581,618.254,257.1
136,2020-12-15 10:00:00,-7.587,22.93,3.796,618.28,263.3
137,2020-12-15 10:15:00,-7.48,22.49,4.706,618.275,309.9
138,2020-12-15 10:30:00,-7.483,22.78,5.302,618.27,289.6
139,2020-12-15 10:45:00,-7.3,22.65,4.771,618.265,297.0
140,2020-12-15 11:00:00,-7.308,22.38,3.831,618.26,324.1
141,2020-12-15 11:15:00,-7.391,22.77,4.362,618.154,348.1
142,2020-12-15 11:30:00,-7.044,22.39,4.707,618.049,322.7
143,2020-12-15 11:45:00,-6.929,22.13,4.103,617.943,330.8
144,2020-12-15 12:00:00,-6.828,21.94,4.116,617.838,328.1
145,2020-12-15 12:15:00,-6.65,22.11,2.821,617.78,309.6
146,2020-12-15 12:30:00,-6.613,22.3,4.723,617.722,309.6
147,2020-12-15 12:45:00,-6.49,21.8,5.228,617.664,312.1
148,2020-12-15 13:00:00,-6.544,22.58,4.046,617.606,280.3
149,2020-12-15 13:15:00,-6.419,22.51,3.471,617.561,325.5
150,2020-12-15 13:30:00,-6.136,21.87,3.764,617.516,263.7
151,2020-12-15 13:45:00,-6.269,23.41,3.568,617.47,289.9
152,2020-12-15 14:00:00,-6.38,23.04,3.456,617.425,230.5
153,2020-12-15 14:15:00,-6.418,23.7,4.395,617.437,222.4
154,2020-12-15 14:30:00,-6.601,24.54,4.195,617.448,206.4
155,2020-12-15 14:45:00,-6.668,24.76,2.973,617.46,211.0
156,2020-12-15 15:00:00,-6.492,24.19,3.252,617.471,216.8
157,2020-12-15 15:15:00,-6.618,24.39,3.38,617.451,166.2
158,2020-12-15 15:30:00,-6.645,23.93,2.795,617.43,141.0
159,2020-12-15 15:45:00,-6.646,23.9,4.648,617.409,111.5
160,2020-12-15 16:00:00,-6.78,23.18,3.81,617.389,82.6
161,2020-12-15 16:15:00,-6.685,23.92,3.209,617.318,62.07
162,2020-12-15 16:30:00,-6.767,24.05,1.872,617.247,41.3
163,2020-12-15 16:45:00,-6.788,23.45,2.654,617.176,29.54
164,2020-12-15 17:00:00,-6.882,23.99,3.944,617.106,12.58
165,2020-12-15 17:15:00,-6.956,24.93,2.222,617.152,2.099
166,2020-12-15 17:30:00,-7.091,26.9,2.197,617.198,-1.664
167,2020-12-15 17:45:00,-7.289,29.35,4.384,617.244,-2.229
168,2020-12-15 18:00:00,-7.392,30.68,2.374,617.29,-2.404
169,2020-12-15 18:15:00,-7.619,28.81,4.331,617.371,-3.064
170,2020-12-15 18:30:00,-7.527,28.57,6.034,617.452,-3.874
171,2020-12-15 18:45:00,-7.645,30.64,2.265,617.533,-3.443
172,2020-12-15 19:00:00,-7.768,28.03,2.917,617.614,-3.627
173,2020-12-15 19:15:00,-7.798,29.37,2.046,617.641,-3.928
174,2020-12-15 19:30:00,-7.884,27.65,3.047,617.668,-3.638
175,2020-12-15 19:45:00,-7.968,26.76,3.23,617.696,-3.658
176,2020-12-15 20:00:00,-7.907,23.81,3.745,617.723,-3.369
177,2020-12-15 20:15:00,-7.939,23.09,3.513,617.71,-3.459
178,2020-12-15 20:30:00,-7.893,22.81,3.407,617.697,-3.708
179,2020-12-15 20:45:00,-7.959,22.59,4.783,617.685,-3.708
180,2020-12-15 21:00:00,-7.995,22.92,4.476,617.672,-3.295
181,2020-12-15 21:15:00,-8.05,22.32,5.456,617.724,-3.457
182,2020-12-15 21:30:00,-8.13,22.26,3.958,617.776,-3.525
183,2020-12-15 21:45:00,-8.16,21.89,3.859,617.828,-3.375
184,2020-12-15 22:00:00,-8.22,21.34,3.12,617.88,-3.121
185,2020-12-15 22:15:00,-8.23,21.02,5.91,617.856,-3.198
186,2020-12-15 22:30:00,-8.33,21.18,4.809,617.833,-2.948
187,2020-12-15 22:45:00,-8.45,20.94,4.873,617.809,-3.111
188,2020-12-15 23:00:00,-8.49,20.54,4.897,617.786,-3.037
189,2020-12-15 23:15:00,-8.52,20.49,3.885,617.686,-3.283
190,2020-12-15 23:30:00,-8.71,21.19,2.706,617.587,-3.37
191,2020-12-15 23:45:00,-8.88,21.3,2.77,617.487,-3.466
192,2020-12-16 00:00:00,-8.83,21.33,4.063,617.388,-3.214
193,2020-12-16 00:15:00,-8.81,21.49,3.288,617.336,-3.237
194,2020-12-16 00:30:00,-8.93,22.02,3.117,617.284,-3.259
195,2020-12-16 00:45:00,-8.97,22.56,3.84,617.232,-3.406
196,2020-12-16 01:00:00,-9.09,23.22,2.737,617.181,-3.264
197,2020-12-16 01:15:00,-9.29,23.94,2.107,617.195,-3.305
198,2020-12-16 01:30:00,-9.54,24.99,0.983,617.21,-3.301
199,2020-12-16 01:45:00,-9.85,25.63,1.464,617.225,-3.221
200,2020-12-16 02:00:00,-9.84,26.02,1.393,617.24,-3.286
201,2020-12-16 02:15:00,-9.91,25.79,1.401,617.188,-3.065
202,2020-12-16 02:30:00,-9.88,25.24,0.988,617.136,-3.385
203,2020-12-16 02:45:00,-9.9,25.63,1.245,617.084,-2.913
204,2020-12-16 03:00:00,-10.06,26.17,0.787,617.032,-3.17
205,2020-12-16 03:15:00,-10.16,26.2,0.849,616.974,-3.313
206,2020-12-16 03:30:00,-10.34,26.62,1.01,616.916,-3.07
207,2020-12-16 03:45:00,-10.39,26.67,0.202,616.859,-2.827
208,2020-12-16 04:00:00,-10.51,26.72,0.373,616.801,-3.025
209,2020-12-16 04:15:00,-10.31,26.62,1.317,616.74,-2.868
210,2020-12-16 04:30:00,-10.42,26.82,0.74,616.68,-2.902
211,2020-12-16 04:45:00,-10.64,27.1,0.67,616.619,-2.584
212,2020-12-16 05:00:00,-10.54,26.27,0.871,616.558,-2.844
213,2020-12-16 05:15:00,-10.61,26.77,0.698,616.57,-2.99
214,2020-12-16 05:30:00,-10.72,27.07,1.488,616.581,-2.999
215,2020-12-16 05:45:00,-10.73,26.9,1.511,616.593,-2.953
216,2020-12-16 06:00:00,-10.7,26.22,1.107,616.605,-3.211
217,2020-12-16 06:15:00,-10.85,26.62,0.936,616.661,-3.428
218,2020-12-16 06:30:00,-10.7,26.16,1.488,616.717,-3.262
219,2020-12-16 06:45:00,-10.98,27.35,1.406,616.773,-2.958
220,2020-12-16 07:00:00,-10.99,27.35,1.525,616.83,-3.122
221,2020-12-16 07:15:00,-10.98,26.03,1.617,616.872,-1.963
222,2020-12-16 07:30:00,-11.03,26.55,0.756,616.915,2.428
223,2020-12-16 07:45:00,-10.87,25.18,1.265,616.958,9.35
224,2020-12-16 08:00:00,-10.96,25.35,1.322,617.0,47.15
225,2020-12-16 08:15:00,-11.04,26.0,1.301,617.091,126.6
226,2020-12-16 08:30:00,-10.71,23.9,0.842,617.183,168.6
227,2020-12-16 08:45:00,-10.16,23.5,1.229,617.274,210.2
228,2020-12-16 09:00:00,-9.6,23.02,0.958,617.365,252.6
229,2020-12-16 09:15:00,-9.44,21.98,1.026,617.415,298.8
230,2020-12-16 09:30:00,-8.64,20.34,1.217,617.466,339.5
231,2020-12-16 09:45:00,-9.04,21.84,2.253,617.516,382.7
232,2020-12-16 10:00:00,-8.66,20.21,2.284,617.566,423.4
233,2020-12-16 10:15:00,-8.37,19.46,2.256,617.533,461.2
234,2020-12-16 10:30:00,-8.32,17.73,3.345,617.499,495.8
235,2020-12-16 10:45:00,-8.18,15.92,4.258,617.465,528.4
236,2020-12-16 11:00:00,-7.829,13.96,4.277,617.432,557.0
237,2020-12-16 11:15:00,-7.792,14.73,4.983,617.315,580.4
238,2020-12-16 11:30:00,-7.738,14.43,4.953,617.198,606.9
239,2020-12-16 11:45:00,-7.577,12.9,5.998,617.081,622.9
240,2020-12-16 12:00:00,-7.554,11.7,4.067,616.964,635.4
241,2020-12-16 12:15:00,-7.33,11.17,3.557,616.779,622.4
242,2020-12-16 12:30:00,-7.1,11.77,4.873,616.593,652.9
243,2020-12-16 12:45:00,-7.088,10.63,4.611,616.407,644.8
244,2020-12-16 13:00:00,-7.253,10.97,6.51,616.222,637.7
245,2020-12-16 13:15:00,-7.283,10.47,6.682,616.188,625.7
246,2020-12-16 13:30:00,-7.081,10.39,5.992,616.155,607.1
247,2020-12-16 13:45:00,-7.202,10.83,6.027,616.121,587.4
248,2020-12-16 14:00:00,-6.668,9.99,4.786,616.088,562.8
249,2020-12-16 14:15:00,-6.14,8.51,3.25,616.147,533.3
250,2020-12-16 14:30:00,-6.321,7.558,4.362,616.206,503.4
251,2020-12-16 14:45:00,-6.994,7.252,4.428,616.265,466.0
252,2020-12-16 15:00:00,-6.865,7.74,3.011,616.324,425.7
253,2020-12-16 15:15:00,-6.943,7.447,4.041,616.368,383.6
254,2020-12-16 15:30:00,-6.951,7.605,3.688,616.411,339.2
255,2020-12-16 15:45:00,-7.05,8.27,3.796,616.454,292.0
256,2020-12-16 16:00:00,-7.165,7.89,3.624,616.497,245.7
257,2020-12-16 16:15:00,-7.507,8.26,3.738,616.501,132.4
258,2020-12-16 16:30:00,-7.766,8.04,4.754,616.505,19.95
259,2020-12-16 16:45:00,-7.963,8.34,3.887,616.508,13.83
260,2020-12-16 17:00:00,-8.08,8.75,4.123,616.512,8.07
261,2020-12-16 17:15:00,-8.23,9.34,3.463,616.654,1.962
262,2020-12-16 17:30:00,-8.42,9.68,3.018,616.796,-3.022
263,2020-12-16 17:45:00,-8.62,10.18,2.003,616.937,-4.31
264,2020-12-16 18:00:00,-8.74,10.29,2.555,617.079,-4.614
265,2020-12-16 18:15:00,-8.86,11.2,2.249,617.146,-4.797
266,2020-12-16 18:30:00,-8.98,10.82,1.721,617.213,-4.155
267,2020-12-16 18:45:00,-9.13,10.46,1.129,617.28,-4.375
268,2020-12-16 19:00:00,-9.17,11.7,1.847,617.346,-4.443
269,2020-12-16 19:15:00,-9.24,11.61,2.537,617.413,-3.993
270,2020-12-16 19:30:00,-9.3,12.24,2.611,617.479,-3.891
271,2020-12-16 19:45:00,-9.53,12.6,0.874,617.546,-4.063
272,2020-12-16 20:00:00,-9.7,13.69,1.296,617.612,-3.721
273,2020-12-16 20:15:00,-9.73,13.29,1.678,617.686,-4.088
274,2020-12-16 20:30:00,-9.79,12.82,1.479,617.76,-3.943
275,2020-12-16 20:45:00,-9.79,13.58,2.412,617.834,-4.246
276,2020-12-16 21:00:00,-9.82,13.23,2.992,617.908,-4.136
277,2020-12-16 21:15:00,-9.89,13.02,3.05,617.969,-4.009
278,2020-12-16 21:30:00,-10.0,13.17,3.287,618.03,-3.701
279,2020-12-16 21:45:00,-10.14,13.51,2.13,618.092,-4.016
280,2020-12-16 22:00:00,-10.22,13.33,2.476,618.153,-3.867
281,2020-12-16 22:15:00,-10.27,13.71,2.714,618.198,-3.609
282,2020-12-16 22:30:00,-10.37,13.76,2.227,618.242,-3.621
283,2020-12-16 22:45:00,-10.41,13.42,2.167,618.287,-3.357
284,2020-12-16 23:00:00,-10.5,14.03,2.134,618.332,-3.559
285,2020-12-16 23:15:00,-10.87,15.99,1.179,618.328,-3.4
286,2020-12-16 23:30:00,-11.2,18.28,1.589,618.325,-3.514
287,2020-12-16 23:45:00,-12.14,19.57,0.943,618.321,-3.588
288,2020-12-17 00:00:00,-12.42,19.96,1.427,618.318,-3.432
289,2020-12-17 00:15:00,-12.3,19.06,2.541,618.308,-3.592
290,2020-12-17 00:30:00,-12.38,18.79,2.228,618.298,-3.582
291,2020-12-17 00:45:00,-12.43,18.6,2.065,618.289,-3.574
292,2020-12-17 01:00:00,-12.58,21.87,1.583,618.279,-3.79
293,2020-12-17 01:15:00,-12.87,21.35,1.85,618.32,-3.843
294,2020-12-17 01:30:00,-13.24,22.49,2.509,618.361,-3.843
295,2020-12-17 01:45:00,-13.38,22.73,2.94,618.401,-4.258
296,2020-12-17 02:00:00,-13.71,22.34,4.042,618.442,-3.913
297,2020-12-17 02:15:00,-13.8,22.43,3.291,618.476,-3.862
298,2020-12-17 02:30:00,-13.51,23.29,1.499,618.51,-3.776
299,2020-12-17 02:45:00,-13.7,22.46,2.186,618.545,-3.649
300,2020-12-17 03:00:00,-13.93,23.91,3.067,618.579,-3.329
301,2020-12-17 03:15:00,-14.12,24.83,3.193,618.606,-3.563
302,2020-12-17 03:30:00,-14.21,24.89,2.891,618.633,-3.674
303,2020-12-17 03:45:00,-14.18,24.25,2.456,618.661,-3.462
304,2020-12-17 04:00:00,-14.19,23.84,1.641,618.688,-3.294
305,2020-12-17 04:15:00,-14.18,23.75,2.42,618.76,-3.43
306,2020-12-17 04:30:00,-14.17,24.08,2.476,618.832,-3.49
307,2020-12-17 04:45:00,-14.38,24.68,2.917,618.904,-3.406
308,2020-12-17 05:00:00,-14.38,23.83,3.121,618.976,-3.391
309,2020-12-17 05:15:00,-14.49,24.12,3.318,619.116,-3.32
310,2020-12-17 05:30:00,-14.54,24.91,2.944,619.256,-3.383
311,2020-12-17 05:45:00,-15.01,25.42,4.211,619.396,-3.159
312,2020-12-17 06:00:00,-15.05,26.77,2.805,619.536,-3.172
313,2020-12-17 06:15:00,-14.78,26.44,3.041,619.706,-3.14
314,2020-12-17 06:30:00,-14.88,25.58,3.256,619.876,-3.299
315,2020-12-17 06:45:00,-15.05,24.73,4.005,620.047,-3.372
316,2020-12-17 07:00:00,-15.05,24.84,3.972,620.217,-3.174
317,2020-12-17 07:15:00,-15.3,26.24,3.485,620.376,-1.976
318,2020-12-17 07:30:00,-15.23,26.92,3.384,620.534,2.515
319,2020-12-17 07:45:00,-15.42,27.5,3.591,620.692,9.9
320,2020-12-17 08:00:00,-15.34,26.94,3.484,620.85,41.62
321,2020-12-17 08:15:00,-15.51,28.7,2.936,621.012,118.3
322,2020-12-17 08:30:00,-15.4,29.44,3.342,621.173,158.4
323,2020-12-17 08:45:00,-15.09,29.63,2.456,621.334,201.0
324,2020-12-17 09:00:00,-13.86,29.22,0.902,621.496,244.2
325,2020-12-17 09:15:00,-13.56,31.28,1.136,621.626,288.8
326,2020-12-17 09:30:00,-13.83,32.2,1.683,621.756,331.3
327,2020-12-17 09:45:00,-13.45,29.59,1.17,621.886,373.7
328,2020-12-17 10:00:00,-12.92,30.66,1.112,622.016,413.2
329,2020-12-17 10:15:00,-13.08,34.16,2.163,621.965,452.9
330,2020-12-17 10:30:00,-12.75,34.76,1.991,621.914,487.8
331,2020-12-17 10:45:00,-12.77,33.44,2.372,621.863,519.6
332,2020-12-17 11:00:00,-12.34,33.2,1.719,621.812,546.5
333,2020-12-17 11:15:00,-12.24,32.42,2.807,621.658,569.3
334,2020-12-17 11:30:00,-11.89,32.79,2.676,621.505,591.7
335,2020-12-17 11:45:00,-12.15,32.85,2.142,621.352,606.3
336,2020-12-17 12:00:00,-11.6,33.05,1.796,621.198,618.2
337,2020-12-17 12:15:00,-11.29,31.34,2.462,620.966,624.2
338,2020-12-17 12:30:00,-10.96,29.52,1.583,620.734,628.9
339,2020-12-17 12:45:00,-10.9,27.49,2.668,620.502,626.1
340,2020-12-17 13:00:00,-10.63,27.96,2.77,620.27,618.8
341,2020-12-17 13:15:00,-10.19,25.03,2.56,620.103,607.7
342,2020-12-17 13:30:00,-9.98,23.8,2.642,619.937,591.1
343,2020-12-17 13:45:00,-10.37,24.32,2.521,619.771,572.1
344,2020-12-17 14:00:00,-9.75,23.03,2.469,619.604,549.7
345,2020-12-17 14:15:00,-9.72,22.83,2.397,619.486,521.1
346,2020-12-17 14:30:00,-9.69,21.82,1.817,619.368,487.6
347,2020-12-17 14:45:00,-8.95,20.82,1.578,619.25,453.2
348,2020-12-17 15:00:00,-8.69,20.37,1.188,619.132,414.3
349,2020-12-17 15:15:00,-8.8,20.3,1.745,619.035,375.3
350,2020-12-17 15:30:00,-9.45,20.18,2.581,618.938,333.8
351,2020-12-17 15:45:00,-9.11,19.66,1.603,618.841,289.0
352,2020-12-17 16:00:00,-9.44,21.25,2.669,618.744,243.9
353,2020-12-17 16:15:00,-9.83,21.84,1.858,618.726,135.8
354,2020-12-17 16:30:00,-9.91,22.2,1.724,618.708,16.79
355,2020-12-17 16:45:00,-10.15,22.68,1.677,618.691,12.49
356,2020-12-17 17:00:00,-10.3,23.0,2.218,618.673,7.257
357,2020-12-17 17:15:00,-10.41,23.47,1.708,618.718,1.571
358,2020-12-17 17:30:00,-10.68,23.9,1.607,618.762,-2.86
359,2020-12-17 17:45:00,-10.82,23.77,1.763,618.807,-4.388
360,2020-12-17 18:00:00,-10.96,23.96,1.416,618.851,-4.278
361,2020-12-17 18:15:00,-11.19,24.37,2.69,618.898,-4.355
362,2020-12-17 18:30:00,-11.47,24.69,3.244,618.945,-3.999
363,2020-12-17 18:45:00,-11.59,24.44,3.525,618.991,-3.756
364,2020-12-17 19:00:00,-11.53,23.53,2.705,619.038,-3.578
365,2020-12-17 19:15:00,-11.66,23.4,3.401,619.112,-3.681
366,2020-12-17 19:30:00,-11.72,23.4,3.184,619.187,-3.442
367,2020-12-17 19:45:00,-11.92,23.04,3.625,619.261,-3.385
368,2020-12-17 20:00:00,-11.99,23.35,2.921,619.336,-3.643
369,2020-12-17 20:15:00,-12.28,23.79,3.063,619.362,-3.912
370,2020-12-17 20:30:00,-12.32,22.8,4.118,619.389,-3.864
371,2020-12-17 20:45:00,-12.33,22.39,3.498,619.416,-3.035
372,2020-12-17 21:00:00,-12.19,22.46,3.219,619.442,-2.941
373,2020-12-17 21:15:00,-12.32,23.06,2.984,619.452,-3.067
374,2020-12-17 21:30:00,-12.44,22.71,3.291,619.462,-2.814
375,2020-12-17 21:45:00,-12.59,23.17,3.765,619.471,-3.17
376,2020-12-17 22:00:00,-12.69,23.58,3.619,619.481,-3.917
377,2020-12-17 22:15:00,-12.76,23.63,3.91,619.475,-3.873
378,2020-12-17 22:30:00,-13.01,23.81,3.783,619.469,-3.804
379,2020-12-17 22:45:00,-13.2,23.96,3.614,619.463,-3.632
380,2020-12-17 23:00:00,-13.29,24.01,3.824,619.457,-3.777
